time,temperature_2m,windspeed_10m,winddirection_10m,predicted_windspeed
2023-01-17T13:00,33,8.2,232,16.04972701
2023-01-17T14:00,36.6,5.2,286,14.73434853
2023-01-17T15:00,39.8,2.7,293,14.06777457
2023-01-17T16:00,42.9,3.9,214,12.67825161
2023-01-17T17:00,43,3.7,209,8.409299233
2023-01-17T18:00,43.9,2.5,180,15.4080151
2023-01-17T19:00,45.1,9.3,196,13.68081449
2023-01-17T20:00,44.6,5.1,135,10.00624011
2023-01-17T21:00,45,6,213,11.4156629
2023-01-17T22:00,44.8,7,145,9.076132994
2023-01-17T23:00,45.3,8.7,185,10.85240819
2023-01-18T00:00,44.9,8.9,194,8.588269826
2023-01-18T01:00,43.8,10.3,209,12.36738453
2023-01-18T02:00,42.4,6.7,196,13.66013527
2023-01-18T03:00,41.8,6.5,199,8.873183681
2023-01-18T04:00,41.8,6.1,225,12.21156129
2023-01-18T05:00,40.7,6.6,209,14.79560786
2023-01-18T06:00,40.1,6.8,205,14.45281211
2023-01-18T07:00,40.1,7.7,233,12.13946925
2023-01-18T08:00,40.2,11.2,213,13.57954768
2023-01-18T09:00,40.6,11.2,230,14.34892129
2023-01-18T10:00,40.8,10.4,226,16.32843158
2023-01-18T11:00,41,13,224,13.65566666
2023-01-18T12:00,41.5,10.2,238,13.01444838
2023-01-18T13:00,43.2,7.2,267,15.35584886
2023-01-18T14:00,46.8,10.1,270,10.72375924
2023-01-18T15:00,49.1,20.9,285,15.43025314
2023-01-18T16:00,51.5,26.7,291,13.88984319
2023-01-18T17:00,53.2,28.4,294,8.51285231
2023-01-18T18:00,53.3,31.9,298,15.09660244
2023-01-18T19:00,53.9,29.2,290,9.28329111
2023-01-18T20:00,53.7,27.1,293,12.21626372
2023-01-18T21:00,52.4,24.3,291,14.35250656
2023-01-18T22:00,50,18.7,289,16.50924677
2023-01-18T23:00,48.9,13.9,295,14.22409144
2023-01-19T00:00,48.6,18.7,289,15.92193541
2023-01-19T01:00,46.6,9.2,291,15.22517345
2023-01-19T02:00,46.2,10.3,282,12.52209062
2023-01-19T03:00,44.3,6.4,308,16.07645964
2023-01-19T04:00,43,8,333,8.153092506
2023-01-19T05:00,42.5,8.1,283,8.718607492
2023-01-19T06:00,41.4,7.2,333,13.49898607
2023-01-19T07:00,39,6.5,251,9.258273179
2023-01-19T08:00,39,9.3,257,12.57607548
2023-01-19T09:00,38.7,8.7,265,7.81822073
2023-01-19T10:00,38.2,5.4,266,12.8867607
2023-01-19T11:00,38.2,4.8,257,13.6081249
2023-01-19T12:00,38.5,5.8,356,13.42819304
2023-01-19T13:00,39.9,3.7,209,15.55690161
2023-01-19T14:00,41.9,2.4,63,13.11402647
2023-01-19T15:00,41.3,8.9,50,13.09082716
2023-01-19T16:00,41.5,8,108,13.93904768
2023-01-19T17:00,40.9,4.8,117,12.72958648
2023-01-19T18:00,41.1,9.1,108,15.17318907
2023-01-19T19:00,40.9,10.1,88,13.96468914
2023-01-19T20:00,41,6.7,54,15.79120804
2023-01-19T21:00,40.5,12.4,54,10.41899753
2023-01-19T22:00,40.5,15.3,63,14.79010005
2023-01-19T23:00,40.4,10.3,61,15.32633634
2023-01-20T00:00,40.6,13.8,51,8.948055611
2023-01-20T01:00,41.1,12.7,47,7.894729417
2023-01-20T02:00,41,12.5,12,14.84065551
2023-01-20T03:00,40.5,18.3,32,15.94645971
2023-01-20T04:00,41.1,15.9,51,14.86143866
2023-01-20T05:00,41,11.2,318,14.96779761
2023-01-20T06:00,40.8,8.4,340,12.26396136
2023-01-20T07:00,40.7,8.9,256,14.5279958
2023-01-20T08:00,40.8,5.2,258,11.57010918
2023-01-20T09:00,40.3,5,249,12.37224284
2023-01-20T10:00,40.6,7.2,252,16.0244233
2023-01-20T11:00,40.7,8.1,238,15.6359044
2023-01-20T12:00,39.1,5.7,252,11.70018705
2023-01-20T13:00,38.7,1.9,248,13.01416259
2023-01-20T14:00,43.5,18,254,11.082272
2023-01-20T15:00,46,19.9,257,13.70975544
2023-01-20T16:00,46.7,23.9,264,13.42608864
2023-01-20T17:00,48.4,25.9,272,16.66452443
2023-01-20T18:00,47.8,27.1,274,15.19935013
2023-01-20T19:00,46.9,24.8,269,12.26203882
2023-01-20T20:00,47.3,22.7,270,9.283524932
2023-01-20T21:00,45.3,23.4,271,14.19522843
2023-01-20T22:00,45.3,23.4,272,15.40471561
2023-01-20T23:00,43.7,16.2,267,12.93162649
2023-01-21T00:00,43.5,18.5,262,8.073310306
2023-01-21T01:00,41.3,13.4,256,15.91715504
2023-01-21T02:00,41.1,12.7,262,15.63738528
2023-01-21T03:00,42.2,15.1,271,14.63505621
2023-01-21T04:00,42,11.8,258,12.3745291
2023-01-21T05:00,42.3,8.3,275,16.66571952
2023-01-21T06:00,41.3,8.4,290,15.48306889
2023-01-21T07:00,40.5,12.4,296,10.69855945
2023-01-21T08:00,38.1,11.6,277,14.01745293
2023-01-21T09:00,37.3,12.4,296,16.35934703
2023-01-21T10:00,36.5,18.7,300,12.39362354
2023-01-21T11:00,36.6,16.3,298,15.74210747
2023-01-21T12:00,36.3,13.5,299,15.12164635
2023-01-21T13:00,36.2,16.3,315,16.41101965
2023-01-21T14:00,37.4,16.6,311,15.25863496
2023-01-21T15:00,38.3,19.2,322,8.667740262
2023-01-21T16:00,40,17.9,326,10.82554566
2023-01-21T17:00,40.3,16.8,318,12.85571535
2023-01-21T18:00,40.4,15.1,322,8.899162881
2023-01-21T19:00,39.8,13,318,15.97160755
2023-01-21T20:00,39.8,10.3,306,14.99645278
2023-01-21T21:00,39.1,9,299,12.52416904
2023-01-21T22:00,38.3,8.4,290,14.09209103
2023-01-21T23:00,37.6,8,275,16.23126965
2023-01-22T00:00,36.8,3.8,287,13.63405214
2023-01-22T01:00,37.2,6.2,306,12.42001842
2023-01-22T02:00,36.5,7.9,294,14.7630037
2023-01-22T03:00,37.1,6.1,267,14.73718038
2023-01-22T04:00,37.5,5.4,266,8.04969531
2023-01-22T05:00,36.5,10.7,222,7.791540063
2023-01-22T06:00,36.2,5.5,293,16.4602761
2023-01-22T07:00,35.5,4.6,288,15.51104857
2023-01-22T08:00,35.1,10.6,252,10.77265197
2023-01-22T09:00,36,7.9,246,14.30249668
2023-01-22T10:00,36,3.4,212,8.357236911
2023-01-22T11:00,35.1,5.4,222,14.63370524
2023-01-22T12:00,35.6,8.7,218,8.745132278
2023-01-22T13:00,35.6,4.7,180,12.44636134
2023-01-22T14:00,36.8,10.4,180,8.564135224
2023-01-22T15:00,38.3,5.8,158,9.179764013
2023-01-22T16:00,39.2,9.4,187,14.13913916
2023-01-22T17:00,40.7,12.1,190,14.97148681
2023-01-22T18:00,40.8,10.9,172,14.3760696
2023-01-22T19:00,39.8,9.5,143,12.72878109
2023-01-22T20:00,40.3,8.7,135,15.09758969
2023-01-22T21:00,40,8.5,118,10.49561014
2023-01-22T22:00,39,8.4,100,7.843290621
2023-01-22T23:00,38.1,6.5,71,16.23033436
2023-01-23T00:00,38,5.2,16,10.67276211
2023-01-23T01:00,37.3,7.2,354,13.19204202
2023-01-23T02:00,37.2,14.2,16,16.12488472
2023-01-23T03:00,37.3,14.7,17,14.94085714
2023-01-23T04:00,37.7,15.7,9,14.65794376
2023-01-23T05:00,37.5,15.9,13,13.91054839
2023-01-23T06:00,37.7,17.2,16,12.44701085
2023-01-23T07:00,37.5,16.1,340,15.96924334
2023-01-23T08:00,37.9,14.9,352,16.07614787
2023-01-23T09:00,37.6,14.5,341,12.49894327
2023-01-23T10:00,37.7,15.5,329,11.93285672
2023-01-23T11:00,37.6,14.2,353,14.47811582
2023-01-23T12:00,37.4,11.2,339,15.55999326
2023-01-23T13:00,37.5,10.4,314,13.60838471
2023-01-23T14:00,38,8.6,345,13.04073934
2023-01-23T15:00,38.1,13.9,295,15.68882407
2023-01-23T16:00,37.6,12.4,306,14.01732302
2023-01-23T17:00,37.3,15.5,295,14.01290638
2023-01-23T18:00,37.7,21.5,288,8.61461275
2023-01-23T19:00,37,19.3,303,14.92090536
2023-01-23T20:00,36.3,20.2,289,11.8008823
2023-01-23T21:00,37.2,20,288,16.0749268
2023-01-23T22:00,37.3,17.4,288,15.9707502
2023-01-23T23:00,37.2,25.9,295,15.09486176
2023-01-24T00:00,35.8,22.1,296,12.91068746
2023-01-24T01:00,35.6,21.3,292,16.66288767
2023-01-24T02:00,34.6,24.9,288,7.563780661
2023-01-24T03:00,34.2,23.3,287,13.14257772
2023-01-24T04:00,34.3,16.6,283,11.13623088
2023-01-24T05:00,33,20.4,287,12.88179847
2023-01-24T06:00,33.6,16.6,275,15.92266286
2023-01-24T07:00,33.5,14.2,261,15.30378654
2023-01-24T08:00,33.6,14.3,236,14.864946
2023-01-24T09:00,34.1,15.9,245,16.59040593
2023-01-24T10:00,33.9,14.8,241,8.563121994
2023-01-24T11:00,34.3,15.5,242,12.73026197
2023-01-24T12:00,34.1,15.4,249,13.85858999
2023-01-24T13:00,35.2,15.1,252,12.03809851
2023-01-24T14:00,36.4,13.5,245,14.04176939
2023-01-24T15:00,38.9,18.2,245,10.18398963
2023-01-24T16:00,41.1,17.8,249,10.51839377
2023-01-24T17:00,44.3,19.2,262,7.509354135
2023-01-24T18:00,45.8,23.8,272,10.72175876
2023-01-24T19:00,45.3,29.2,286,13.78119798
2023-01-24T20:00,45,29.3,286,11.1067963
2023-01-24T21:00,43.8,25.4,286,13.47654019
2023-01-24T22:00,40.5,22.4,281,14.5538451
2023-01-24T23:00,39.5,13.3,283,15.07353303
2023-01-25T00:00,39.3,14.7,281,15.58506315
2023-01-25T01:00,38.6,13.8,290,11.23791338
2023-01-25T02:00,37.9,10.6,294,13.7099373
2023-01-25T03:00,37.3,10.7,312,14.47996042
2023-01-25T04:00,37.1,9.3,298,13.8356245
2023-01-25T05:00,35.4,3.7,299,15.32932407
2023-01-25T06:00,34.4,6.5,264,15.66528702
2023-01-25T07:00,32.1,7.2,252,8.847905948
2023-01-25T08:00,31.2,7.1,300,16.63979228
2023-01-25T09:00,30.9,4.2,301,13.80902178
2023-01-25T10:00,31.6,4.1,285,12.2645589
2023-01-25T11:00,31.9,5.6,243,7.822533454
2023-01-25T12:00,32.5,3.9,124,12.44706281
2023-01-25T13:00,34.2,1,45,14.96914858
2023-01-25T14:00,36,3.5,66,13.70772898
2023-01-25T15:00,38.2,9.6,103,13.7070535
2023-01-25T16:00,39.4,8.4,80,9.721300279
2023-01-25T17:00,39.8,8.9,104,13.24807932
2023-01-25T18:00,40,9.8,96,15.14549517
2023-01-25T19:00,36.7,13.2,73,15.09351079
2023-01-25T20:00,36.6,18.2,76,8.693927305
2023-01-25T21:00,37.5,15.8,73,8.564031303
2023-01-25T22:00,39.1,19.8,93,8.565564139
2023-01-25T23:00,42.4,20.5,92,14.89793987
2023-01-26T00:00,44.7,24.8,91,8.125502529
2023-01-26T01:00,46.5,35.2,101,14.81262387
2023-01-26T02:00,49.8,26.6,117,10.28510057
2023-01-26T03:00,52.5,32.2,156,15.04402051
2023-01-26T04:00,53.6,32.1,160,15.17524151
2023-01-26T05:00,54.1,22.5,164,14.81457239
2023-01-26T06:00,54.8,27,164,10.82952064
2023-01-26T07:00,55.2,14.5,174,8.819302741
2023-01-26T08:00,53.7,18.2,262,13.31910617
2023-01-26T09:00,51.3,16.6,246,13.60469551
2023-01-26T10:00,48.7,14,244,12.26354567
2023-01-26T11:00,46.9,23.6,249,11.62326268
2023-01-26T12:00,45,22.4,251,15.97080216
2023-01-26T13:00,42.9,21.2,255,7.895456864
2023-01-26T14:00,43.5,23,241,13.01044742
2023-01-26T15:00,43.4,25.4,245,15.74221139
2023-01-26T16:00,44,29.5,252,16.07547239
2023-01-26T17:00,43.9,31.9,252,12.47519837
2023-01-26T18:00,43.8,31.6,253,12.67830357
2023-01-26T19:00,43.1,28.8,252,9.334651965
2023-01-26T20:00,43,29.4,253,8.79527206
2023-01-26T21:00,42.2,27.3,254,12.62447459
2023-01-26T22:00,41.7,24.1,250,8.717022696
2023-01-26T23:00,41.1,23.5,249,12.26619566
2023-01-27T00:00,40,21.9,250,8.899864348
2023-01-27T01:00,39.4,18.5,246,8.719568762
2023-01-27T02:00,39.2,16.6,240,7.433598876
2023-01-27T03:00,38.6,18.2,243,14.81501406
2023-01-27T04:00,38.1,16.3,235,16.17868772
2023-01-27T05:00,37.3,16.7,237,14.8369923
2023-01-27T06:00,36.8,17.1,240,14.99156849
2023-01-27T07:00,35.8,13.7,243,14.25053828
2023-01-27T08:00,35.1,12.5,237,8.483547636
2023-01-27T09:00,34.1,9,233,9.307971297
2023-01-27T10:00,33,7.6,245,15.22564109
2023-01-27T11:00,32.3,5.2,245,14.03667726
2023-01-27T12:00,32.4,7.1,255,11.52093067
2023-01-27T13:00,33.6,5.5,247,8.692316529
2023-01-27T14:00,36.9,8.2,285,13.34594272
2023-01-27T15:00,39.5,6.8,252,8.229757074
2023-01-27T16:00,41.4,11.9,235,13.93883984
2023-01-27T17:00,42.1,12,219,13.14408458
2023-01-27T18:00,41.4,13.8,219,9.463794539
2023-01-27T19:00,41.3,12.9,234,16.12758667
2023-01-27T20:00,41.2,15.5,239,15.30370859
2023-01-27T21:00,40.8,15.5,245,14.73297158
2023-01-27T22:00,38.7,11,229,8.151975354
2023-01-27T23:00,37.1,8,260,15.92061042
2023-01-28T00:00,35.7,6.1,242,12.52637737
2023-01-28T01:00,34.1,7.4,227,14.93890862
2023-01-28T02:00,33.7,8.9,238,16.10113982
2023-01-28T03:00,32.2,7.1,210,10.92774777
2023-01-28T04:00,32,7.1,204,14.34762227
2023-01-28T05:00,31.7,8.4,200,12.6538572
2023-01-28T06:00,32,7.6,183,14.50196464
2023-01-28T07:00,31.8,8.9,201,12.91266196
2023-01-28T08:00,32.6,10.1,180,14.81251995
2023-01-28T09:00,34,14.9,195,16.45900307
2023-01-28T10:00,34.6,12.4,188,9.669861483
2023-01-28T11:00,34.6,10,201,7.534917651
2023-01-28T12:00,34.1,9.9,199,14.91789165
2023-01-28T13:00,35.5,13.6,202,10.30933909
2023-01-28T14:00,38.4,15,204,13.70887211
2023-01-28T15:00,40.9,13.8,219,16.15083794
2023-01-28T16:00,45.4,16.1,222,12.95867088
2023-01-28T17:00,50.8,19.5,231,12.80575742
2023-01-28T18:00,53,26.4,250,15.14513144
2023-01-28T19:00,53.4,22,249,13.50345468
2023-01-28T20:00,52.8,20.4,253,13.1910028
2023-01-28T21:00,51.6,17.7,241,15.43183794
2023-01-28T22:00,48.9,9.6,236,7.846901878
2023-01-28T23:00,48.6,7.7,208,8.461023811
2023-01-29T00:00,48,8.1,201,13.52844663
2023-01-29T01:00,47.3,7.3,213,7.513017352
2023-01-29T02:00,45.4,7.5,197,7.715057356
2023-01-29T03:00,43.5,4.5,194,15.43453989
2023-01-29T04:00,42.9,6.6,225,15.99802841
2023-01-29T05:00,43.1,6.4,223,15.22340679
2023-01-29T06:00,41.1,6.1,242,12.19192127
2023-01-29T07:00,41.4,8,170,11.18595497
2023-01-29T08:00,39.5,4.7,189,8.411715397
2023-01-29T09:00,39.4,4.8,138,15.14796329
2023-01-29T10:00,38.2,5.2,168,8.845333902
2023-01-29T11:00,36.9,3.3,49,13.2984789
2023-01-29T12:00,37.6,2,225,9.105203846
2023-01-29T13:00,39.4,3.6,180,11.95644573
2023-01-29T14:00,44.3,8.3,185,13.11314314
2023-01-29T15:00,46.3,10.9,174,8.511994962
2023-01-29T16:00,48.3,14.1,184,15.3023836
2023-01-29T17:00,51.7,13,175,15.60633993
2023-01-29T18:00,52.4,15.7,164,16.25379347
2023-01-29T19:00,53.2,11.4,198,15.09579705
2023-01-29T20:00,53.6,16.9,204,14.89196441
2023-01-29T21:00,52.5,17.9,205,15.301864
2023-01-29T22:00,50.9,14.6,200,13.80631983
2023-01-29T23:00,49,15.1,205,14.19156521
2023-01-30T00:00,47.7,15.6,214,8.717698183
2023-01-30T01:00,47.7,11.6,210,11.48902797
2023-01-30T02:00,47.4,11.2,228,10.08246302
2023-01-30T03:00,46.7,11,232,10.13109594
2023-01-30T04:00,45.9,10.2,231,14.50500433
2023-01-30T05:00,43.8,10,232,15.86665153
2023-01-30T06:00,42.8,9.8,242,16.46251041
2023-01-30T07:00,42.4,6.9,231,11.21577925
2023-01-30T08:00,41.3,5.7,235,11.70346056
2023-01-30T09:00,40.5,3.7,241,10.59664313
2023-01-30T10:00,39.4,3.8,221,14.40223066
2023-01-30T11:00,38.9,0.7,270,13.83785881
2023-01-30T12:00,39.9,3.1,159,11.90453929
2023-01-30T13:00,40.8,6.8,155,13.76046679
2023-01-30T14:00,42.6,6.7,196,9.386740267
2023-01-30T15:00,45.9,7.4,203,15.38837508
2023-01-30T16:00,49.2,7.6,225,15.63790488
2023-01-30T17:00,51.6,10.8,182,10.41343775
2023-01-30T18:00,52.7,11.1,193,13.63049285
2023-01-30T19:00,53,10.8,195,15.04942441
2023-01-30T20:00,54,11.3,187,13.83653381
2023-01-30T21:00,54.1,12.6,178,12.08636772
2023-01-30T22:00,50.6,10.6,152,15.32750545
2023-01-30T23:00,47.2,7.6,149,12.03828037
2023-01-31T00:00,46.2,7.2,177,13.14130469
2023-01-31T01:00,47.5,9.7,195,14.24923927
2023-01-31T02:00,47,6.4,207,16.04707702
2023-01-31T03:00,46,6.9,223,15.91946728
2023-01-31T04:00,46,5.8,184,14.99034741
2023-01-31T05:00,46.2,5.9,218,13.62742718
2023-01-31T06:00,47.3,7.1,246,11.51921597
2023-01-31T07:00,47.7,6.8,252,13.55297093
2023-01-31T08:00,44.7,14.3,335,11.26145043
2023-01-31T09:00,40.3,17.9,341,9.97888396
2023-01-31T10:00,39,17.2,340,11.31839704
2023-01-31T11:00,36.6,13.4,333,8.716658972
2023-01-31T12:00,35.5,12.2,346,12.26778045
2023-01-31T13:00,35,11.6,338,12.37268451
2023-01-31T14:00,34.8,8.4,350,14.8467349
2023-01-31T15:00,35.9,12.4,334,15.61026295
2023-01-31T16:00,36.9,11.3,333,15.070935
2023-01-31T17:00,38.1,10.3,324,15.71436161
2023-01-31T18:00,37.9,13,318,11.80371414
2023-01-31T19:00,38.4,12.3,308,15.81830439
2023-01-31T20:00,38.9,15.1,310,12.23930715
2023-01-31T21:00,38,10.9,314,14.03722284
2023-01-31T22:00,36.3,8.2,311,14.76308164
2023-01-31T23:00,35.6,4.6,309,12.7554098
2023-02-01T00:00,34.6,8.3,272,15.27972987
2023-02-01T01:00,33.9,10.1,333,14.35188304
2023-02-01T02:00,32.7,8.2,15,8.53776632
2023-02-01T03:00,31.8,8.5,36,15.97041245
2023-02-01T04:00,31.1,12.4,8,8.099133625
2023-02-01T05:00,30.1,14.5,14,14.4037635
2023-02-01T06:00,30.1,13.6,22,8.898825138
2023-02-01T07:00,29.9,10.3,12,7.63950994
2023-02-01T08:00,30,10.1,358,16.02343605
2023-02-01T09:00,29.3,12.7,8,14.37500441
2023-02-01T10:00,27.2,14.8,3,8.359029549
2023-02-01T11:00,26.4,9.4,360,14.87053175
2023-02-01T12:00,28.5,12.4,17,10.57048207
2023-02-01T13:00,28.8,9.4,18,12.55272029
2023-02-01T14:00,29,10.4,360,9.361514494
2023-02-01T15:00,29.8,8.3,342,12.62569566
2023-02-01T16:00,31.7,7.9,344,11.21211604
2023-02-01T17:00,33.8,8.2,293,13.73147388
2023-02-01T18:00,36.3,13.5,279,8.334713086
2023-02-01T19:00,37.5,15.1,258,13.81299676
2023-02-01T20:00,39.2,14.3,258,14.815092
2023-02-01T21:00,38.1,12.5,258,9.178387059
2023-02-01T22:00,36.4,11.9,272,9.154174516
2023-02-01T23:00,34.1,11.5,284,15.63806076
2023-02-02T00:00,32.4,8.7,322,8.103030664
2023-02-02T01:00,30.8,15,343,14.967278
2023-02-02T02:00,30.4,8.1,315,11.87998901
2023-02-02T03:00,29.8,8.5,332,11.51802088
2023-02-02T04:00,29.4,5.1,315,15.40669011
2023-02-02T05:00,29.1,7.3,340,15.943446
2023-02-02T06:00,28.7,4.3,275,7.609503799
2023-02-02T07:00,26.1,4.4,325,13.57830063
2023-02-02T08:00,26.7,4.7,4,15.81635587
2023-02-02T09:00,26.4,5.8,356,10.234675
2023-02-02T10:00,25.7,4.4,9,10.1082084
2023-02-02T11:00,27,1.1,180,14.99460818
2023-02-02T12:00,26.8,0.5,135,13.6575892
2023-02-02T13:00,28.1,1.5,284,16.43647924
2023-02-02T14:00,31.4,4.3,204,15.42952569
2023-02-02T15:00,33.7,11.6,216,11.74869007
2023-02-02T16:00,35.9,13.5,214,7.818584454
2023-02-02T17:00,37.4,16.4,206,9.409731737
2023-02-02T18:00,38.2,17.1,202,14.1207462
2023-02-02T19:00,39.4,17.9,218,9.000481656
2023-02-02T20:00,39.8,18.5,217,15.19854474
2023-02-02T21:00,39.8,17.4,214,13.88820643
2023-02-02T22:00,37.9,16.3,225,15.50564468
2023-02-02T23:00,37,15.8,223,15.86631379
2023-02-03T00:00,36.4,17.9,218,9.718728233
2023-02-03T01:00,36.3,16,216,8.949640407
2023-02-03T02:00,35.8,17.2,206,13.57739132
2023-02-03T03:00,35,15.9,218,13.78756314
2023-02-03T04:00,34.3,16.1,214,14.29841778
2023-02-03T05:00,34.3,19.1,227,11.62308081
2023-02-03T06:00,33.7,19.1,224,9.463067091
2023-02-03T07:00,33.1,18.7,220,11.13584117
2023-02-03T08:00,33.1,19.1,229,12.57841371
2023-02-03T09:00,33.6,16.7,256,14.83735602
2023-02-03T10:00,31.8,21,305,14.8910551
2023-02-03T11:00,28.8,27.3,306,11.59494525
2023-02-03T12:00,25.6,29.2,300,14.81033761
2023-02-03T13:00,24.2,27.9,308,8.718087887
2023-02-03T14:00,24.1,30.8,314,11.80236317
2023-02-03T15:00,24.2,32.6,311,11.06130699
2023-02-03T16:00,23.8,34,300,14.93875274
2023-02-03T17:00,24,35,292,7.844615615
2023-02-03T18:00,24.3,37.8,297,8.306161839
2023-02-03T19:00,23.4,37.2,292,14.83564132
2023-02-03T20:00,22.1,40.2,285,14.17101588
2023-02-03T21:00,19.9,36.1,290,15.43248744
2023-02-03T22:00,18.7,34,291,12.49618936
2023-02-03T23:00,17.5,37,291,12.78185665
2023-02-04T00:00,14.8,38.2,295,15.40637834
2023-02-04T01:00,13.4,35.4,291,14.83943444
2023-02-04T02:00,12.5,28.2,289,15.09891468
2023-02-04T03:00,11.4,31.2,291,13.14143459
2023-02-04T04:00,11.3,31.3,287,16.56632329
2023-02-04T05:00,10.6,28.2,300,15.56056483
2023-02-04T06:00,11,27.2,305,14.9394542
2023-02-04T07:00,9.3,24.8,310,14.68675481
2023-02-04T08:00,7.3,30.1,311,14.07068436
2023-02-04T09:00,6.6,21.7,310,15.12047724
2023-02-04T10:00,5.2,22.6,295,14.71356538
2023-02-04T11:00,3.7,21.2,291,14.32291611
2023-02-04T12:00,4,22.5,292,15.61364038
2023-02-04T13:00,4.5,20.8,284,13.21368251
2023-02-04T14:00,7,19.5,286,15.33044122
2023-02-04T15:00,10,18.5,283,14.14425728
2023-02-04T16:00,13.1,15.9,295,16.66920088
2023-02-04T17:00,15.6,11.4,294,13.96648178
2023-02-04T18:00,17.5,10.1,274,13.81234725
2023-02-04T19:00,20.3,7.8,257,7.637691321
2023-02-04T20:00,21.9,6.9,227,16.2020689
2023-02-04T21:00,22.7,9.8,208,11.95997905
2023-02-04T22:00,22.7,11.9,182,13.19638072
2023-02-04T23:00,22.4,10.8,184,8.077233326
2023-02-05T00:00,22.7,9.1,173,15.66107821
2023-02-05T01:00,23.8,10.9,186,13.91486112
2023-02-05T02:00,24.6,18.9,193,14.47892121
2023-02-05T03:00,25,18.8,200,13.89077848
2023-02-05T04:00,25.7,15.5,184,12.59823559
2023-02-05T05:00,26.4,16.7,186,9.724002226
2023-02-05T06:00,26.2,19.2,188,9.999952891
2023-02-05T07:00,28,13,186,15.2265504
2023-02-05T08:00,29.6,14.7,191,13.88895986
2023-02-05T09:00,30,13.6,202,11.31327893
2023-02-05T10:00,30.8,12.7,205,9.154927944
2023-02-05T11:00,29.7,12,201,13.3464883
2023-02-05T12:00,30.4,11.2,195,7.538424987
2023-02-05T13:00,33.1,10.9,197,8.718477591
2023-02-05T14:00,33.8,13.9,201,11.59523104
2023-02-05T15:00,35.6,16.6,222,12.44228244
2023-02-05T16:00,38.2,12.6,217,13.03899866
2023-02-05T17:00,41.7,11.8,207,14.24947309
2023-02-05T18:00,44.8,11.9,182,14.90045995
2023-02-05T19:00,47.1,17.1,172,13.65686175
2023-02-05T20:00,47.2,13.4,174,10.87578937
2023-02-05T21:00,48,7.6,161,8.281455672
2023-02-05T22:00,45.1,5.5,148,16.07391357
2023-02-05T23:00,41.9,6.9,133,13.91270476
2023-02-06T00:00,40.8,3,194,12.80747212
2023-02-06T01:00,40,2.4,207,7.998360435
2023-02-06T02:00,38.6,2.3,198,15.14923633
2023-02-06T03:00,39,4,180,12.55082373
2023-02-06T04:00,38.3,5.2,155,14.50684893
2023-02-06T05:00,37.4,7.2,162,12.166046
2023-02-06T06:00,38.4,9,164,8.149896933
2023-02-06T07:00,38.6,7.1,195,15.53549494
2023-02-06T08:00,37.6,4.8,207,12.90782963
2023-02-06T09:00,36.3,4.3,175,7.739529702
2023-02-06T10:00,34,5.2,348,16.43468661
2023-02-06T11:00,32.6,4.9,17,13.19554935
2023-02-06T12:00,33.1,3.1,315,11.5721876
2023-02-06T13:00,35.3,4.3,294,13.75846631
2023-02-06T14:00,41.4,9.8,336,9.873772066
2023-02-06T15:00,45.7,15.8,343,14.22474094
2023-02-06T16:00,49.9,18.4,357,14.37503039
2023-02-06T17:00,51.6,25.3,355,14.37775832
2023-02-06T18:00,50.8,27.1,338,15.71233515
2023-02-06T19:00,50.2,27.9,331,8.02579453
2023-02-06T20:00,48.6,29.1,342,15.50616428
2023-02-06T21:00,46.4,26.5,342,15.01863886
2023-02-06T22:00,45.4,24.8,343,8.615340197
2023-02-06T23:00,43.5,21.4,352,9.362241941
2023-02-07T00:00,41.8,14.6,350,8.974164713
2023-02-07T01:00,39.7,10.6,336,15.66170174
2023-02-07T02:00,38.8,11.3,333,15.50572262
2023-02-07T03:00,36.6,11.8,333,16.15398155
2023-02-07T04:00,34.6,13.9,343,11.54519517
2023-02-07T05:00,32.7,12.1,343,12.96371105
2023-02-07T06:00,31,12.1,337,14.68522198
2023-02-07T07:00,30,9.4,7,11.44377248
2023-02-07T08:00,30,10.9,352,15.4022215
2023-02-07T09:00,29,10.9,333,16.5893927
2023-02-07T10:00,26.4,9.6,326,15.61060069
2023-02-07T11:00,24.1,6.6,315,13.91441945
2023-02-07T12:00,23.6,3.1,339,14.9434032
2023-02-07T13:00,27.9,4,5,11.64965756
2023-02-07T14:00,32.6,7.2,27,14.76456251
2023-02-07T15:00,35.4,7.4,51,9.232216038
2023-02-07T16:00,38.8,6,123,13.19279544
2023-02-07T17:00,39.6,13.8,208,9.722209588
2023-02-07T18:00,39,13,152,16.51316979
2023-02-07T19:00,39.3,11.8,157,13.6553549
2023-02-07T20:00,39.9,15.8,131,14.7413632
2023-02-07T21:00,39.1,13.2,145,15.86896378
2023-02-07T22:00,39.9,11.9,145,15.1468981
2023-02-07T23:00,39.9,16.1,146,15.19706387
2023-02-08T00:00,39.6,13.6,163,8.846892717
2023-02-08T01:00,40.5,14.2,187,10.7731456
2023-02-08T02:00,41.7,14.6,200,11.3936327
2023-02-08T03:00,41.3,7.2,207,11.54501331
2023-02-08T04:00,39.7,7,145,15.71360818
2023-02-08T05:00,39.7,7.2,183,15.7910002
2023-02-08T06:00,39.8,9.1,187,9.102579839
2023-02-08T07:00,39.2,9.4,198,11.5739023
2023-02-08T08:00,37.9,4.7,238,15.30664436
2023-02-08T09:00,35.9,6.2,234,13.19625082
